OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
10005	0	100005_L21.avi	19092	100005_R22.avi	18853	10.61728	Time Seabed	9.18085	75.55045	1.23775	0.56756	1450.85101	21.29785	6.32008	6.41483	395.51003	-348.24132	-1351.76494	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
10005	1	100005_L21.avi	19103	100005_R22.avi	18864	10.62340	Time Seabed	9.18696	142.34452	7.59475	5.23358	2543.49847	25.46460	53.65509	3.61552	1065.28089	-247.19775	-2296.40031	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
10005	2	100005_L21.avi	19237	100005_R22.avi	18998	10.69792	Time Seabed	9.26148	115.93117	2.23336	3.13194	2029.01866	22.86918	8.39340	31.84595	644.56017	-454.23389	-1869.52680	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing			
10005	3	100005_L21.avi	19585	100005_R22.avi	19346	10.89145	Time Seabed	9.45501	83.79784	3.01146	3.90563	1828.73801	16.79082	30.69689	1.04864	-184.65405	-494.96028	-1750.77123	Pinguipedidae	Parapercis	haackei	37390004	1	AD	Passing			
10005	5	100005_L21.avi	34886	100005_R22.avi	34647	19.40051	Time Seabed	17.96408	248.92665	10.15073	0.27450	3451.68260	17.68740	29.54521	16.18895	1023.55579	-228.27578	-3288.51585	Labridae	Coris	auricularis	37384088	1	F	Passing			
10005	6	100005_L21.avi	34895	100005_R22.avi	34656	19.40552	Time Seabed	17.96908	322.39446	9.47649	6.13841	4185.18171	21.39640	1.18362	1.78517	1448.88875	-481.59445	-3896.73378	Labridae	Coris	auricularis	37384088	1	F	Passing			
10005	7	100005_L21.avi	55258	100005_R22.avi	55019	30.72962	Time Seabed	29.29318	74.12552	1.25016	3.20742	1884.74013	7.23618	3.45529	13.44905	84.05818	-222.02162	-1869.72885	Carangidae	Pseudocaranx	spp		1	AD	Passing			
10005	8	100005_L21.avi	55258	100005_R22.avi	55019	30.72962	Time Seabed	29.29318	77.35889	1.77376	2.82127	1832.03504	6.04844	13.54161	10.66776	41.28381	-188.57385	-1821.83641	Carangidae	Pseudocaranx	spp		1	AD	Passing			
10005	10	100005_L21.avi	55379	100005_R22.avi	55140	30.79691	Time Seabed	29.36047	80.03954	0.69971	2.37108	936.53821	19.22432	1.84086	2.68019	-291.64405	-100.18388	-884.31372	Carangidae	Pseudocaranx	spp		1	AD	Passing			
10005	11	100005_L21.avi	55381	100005_R22.avi	55142	30.79802	Time Seabed	29.36158	79.38413	1.16934	3.10667	975.65419	16.11702	39.82500	2.69702	-226.34830	-148.73335	-937.30781	Carangidae	Pseudocaranx	spp		1	AD	Passing			
10005	12	100005_L21.avi	55386	100005_R22.avi	55147	30.80080	Time Seabed	29.36436	83.30298	0.76988	2.38414	928.52687	15.91330	16.39124	4.28988	-251.19619	-41.40558	-892.94356	Carangidae	Pseudocaranx	spp		1	AD	Passing			
10005	13	100005_L21.avi	55386	100005_R22.avi	55147	30.80080	Time Seabed	29.36436	78.88091	0.76657	2.32768	983.14301	19.64267	6.27423	10.92738	-323.20651	-68.98445	-925.93136	Carangidae	Pseudocaranx	spp		1	AD	Passing			
10005	14	100005_L21.avi	55386	100005_R22.avi	55147	30.80080	Time Seabed	29.36436	79.35303	0.76119	1.70069	1012.73365	14.42968	8.15073	1.37513	-233.43500	-95.89603	-980.78617	Carangidae	Pseudocaranx	spp		1	AD	Passing			
10005	15	100005_L21.avi	55386	100005_R22.avi	55147	30.80080	Time Seabed	29.36436	78.38877	0.69863	3.17243	924.21405	20.05684	9.10214	8.03967	-276.83912	-154.35191	-868.16312	Carangidae	Pseudocaranx	spp		1	AD	Passing			
10005	16	100005_L21.avi	55386	100005_R22.avi	55147	30.80080	Time Seabed	29.36436	76.79656	0.69928	2.91069	949.06669	21.77422	0.81697	11.30626	-300.91995	-182.73171	-881.35344	Carangidae	Pseudocaranx	spp		1	AD	Passing			
10005	17	100005_L21.avi	55386	100005_R22.avi	55147	30.80080	Time Seabed	29.36436	75.96792	0.65650	2.17322	898.73087	19.20323	1.97239	1.53650	-270.62227	-118.95028	-848.72351	Carangidae	Pseudocaranx	spp		1	AD	Passing			
10005	18	100005_L21.avi	56216	100005_R22.avi	55977	31.26237	Time Seabed	29.82594	157.72827	10.22119	2.13252	4121.46299	24.50884	4.73871	2.33224	1640.44264	-481.76317	-3750.10791	Monacanthidae	Scobinichthys	granulatus	37465007	1	AD	Passing			
10005	20	100005_L21.avi	58474	100005_R22.avi	58235	32.51807	Time Seabed	31.08164	73.71436	2.54062	5.23324	2557.12826	13.23147	8.32807	51.41324	-367.84693	-455.25022	-2489.24502	Labridae	Eupetrichthys	angustipes	37384105	1	AD	Passing			
10005	22	100005_L21.avi	65064	100005_R22.avi	64825	36.18285	Time Seabed	34.74641	211.94816	20.68797	1.00362	6049.15649	21.21946	6.11651	0.48908	2140.52738	-460.20066	-5639.02936	Mullidae	Upeneichthys	vlamingii	37355029	1	AD	Passing			
10005	23	100005_L21.avi	85830	100005_R22.avi	85591	47.73106	Time Seabed	46.29463	575.18517	1.66176	3.34165	1777.26401	20.34678	6.74887	2.17720	372.58431	-493.00294	-1666.37222	Rhinobatidae	Trygonorrhina	dumerilii		1	AD	Passing			
10005	24	100005_L21.avi	102768	100005_R22.avi	102529	57.15048	Time Seabed	55.71405	375.22310	2.68602	5.43387	2717.94979	6.70256	6.30643	0.60677	-297.84689	-109.17635	-2699.37378	Myliobatidae	Myliobatis	australis		1	AD	Passing			
10005	25	100005_L21.avi	109573	100005_R22.avi	109334	60.93482	Time Seabed	59.49839	490.59450	2.29433	2.20500	1902.98509	18.12122	16.07711	7.53762	409.19587	-427.64873	-1808.59823	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
101	0	101_L17.avi	14926	101_R18.avi	14019	8.30052	P1	0.28250	262.51906	6.10310	7.42079	3279.29944	7.91837	17.92967	13.72023	-211.08780	399.41470	-3248.03243	Labridae	Choerodon	rubescens	37384039	1	AD	Passing			
101	1	101_L17.avi	15174	101_R18.avi	14267	8.43844	P1	0.42042	142.91669	6.60347	4.36773	2928.34510	24.21431	20.21693	1.65240	1194.28636	-127.40992	-2670.70250	Chaetodontidae	Chelmonops	curiosus	37365066	1	AD	Passing			
101	3	101_L17.avi	17933	101_R18.avi	17026	9.97275	P1	1.95473	81.36134	3.02008	4.02807	2258.57344	17.40027	10.60964	12.04052	674.85647	-27.47983	-2155.21869	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
101	4	101_L17.avi	17993	101_R18.avi	17086	10.00612	P1	1.98810	130.18807	1.22226	2.54352	1685.74390	6.16310	4.28547	0.63976	178.94344	-27.07405	-1676.00082	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing			
